"sample","fastq_1","fastq_2","run_accession","experiment_accession","sample_accession","secondary_sample_accession","study_accession","secondary_study_accession","submission_accession","run_alias","experiment_alias","sample_alias","study_alias","library_layout","library_selection","library_source","library_strategy","library_name","instrument_model","instrument_platform","base_count","read_count","tax_id","scientific_name","sample_title","experiment_title","study_title","sample_description","fastq_md5","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_aspera"
"SRX18040048","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040048_SRR22059142_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040048_SRR22059142_2.fastq.gz","SRR22059142","SRX18040048","SAMN31467983","SRS15546602","PRJNA894694","SRP404734","SRA1528442","21089FL-01-07-03_S70_L006_R1_001.fastq.gz","21089FL-01-07-03","B-118","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-07-03","HiSeq X Ten","ILLUMINA","15899496076","52647338","6565","Crassostrea virginica","Dose 1x10^6: biological replicate for family 89","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^6: biological replicate for family 89","a5d770caa6c9abfe4dd4609cad2553eb;3514c45b0645e4ff068e6988263eba9d","2691956520;2706848321","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/042/SRR22059142/SRR22059142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/042/SRR22059142/SRR22059142_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/042/SRR22059142/SRR22059142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/042/SRR22059142/SRR22059142_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/042/SRR22059142/SRR22059142_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/042/SRR22059142/SRR22059142_2.fastq.gz"
"SRX18040049","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040049_SRR22059141_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040049_SRR22059141_2.fastq.gz","SRR22059141","SRX18040049","SAMN31467939","SRS15546603","PRJNA894694","SRP404734","SRA1528442","21089FL-01-01-06_S26_L002_R1_001.fastq.gz","21089FL-01-01-06","C-38","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-01-06","HiSeq X Ten","ILLUMINA","17445077414","57765157","6565","Crassostrea virginica","Control group: biological replicate for family 90","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Control group: biological replicate for family 90","009e16fefba589ee380dbf845ce68464;9a185f6aae33eb18c59fcb73a419cfa6","4001997296;4526054459","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/041/SRR22059141/SRR22059141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/041/SRR22059141/SRR22059141_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/041/SRR22059141/SRR22059141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/041/SRR22059141/SRR22059141_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/041/SRR22059141/SRR22059141_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/041/SRR22059141/SRR22059141_2.fastq.gz"
"SRX18040050","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040050_SRR22059166_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040050_SRR22059166_2.fastq.gz","SRR22059166","SRX18040050","SAMN31467984","SRS15546604","PRJNA894694","SRP404734","SRA1528442","21089FL-01-07-04_S71_L006_R1_001.fastq.gz","21089FL-01-07-04","B-146","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-07-04","HiSeq X Ten","ILLUMINA","18283789700","60542350","6565","Crassostrea virginica","Dose 1x10^7: biological replicate for family 89","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^7: biological replicate for family 89","596650a163ed413f492632e9d954fbf3;3561e25c54bbdfd6091b542e8fa0b7f3","3042578467;3061867471","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/066/SRR22059166/SRR22059166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/066/SRR22059166/SRR22059166_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/066/SRR22059166/SRR22059166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/066/SRR22059166/SRR22059166_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/066/SRR22059166/SRR22059166_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/066/SRR22059166/SRR22059166_2.fastq.gz"
"SRX18040051","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040051_SRR22059140_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040051_SRR22059140_2.fastq.gz","SRR22059140","SRX18040051","SAMN31467985","SRS15546605","PRJNA894694","SRP404734","SRA1528442","21089FL-01-07-05_S72_L006_R1_001.fastq.gz","21089FL-01-07-05","C-12","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-07-05","HiSeq X Ten","ILLUMINA","21926669834","72604867","6565","Crassostrea virginica","Control group: biological replicate for family 90","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Control group: biological replicate for family 90","f9325df0d735ceec0a17de876de0a705;7d664b1795da6869858088020063313b","3718752081;3741895398","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/040/SRR22059140/SRR22059140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/040/SRR22059140/SRR22059140_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/040/SRR22059140/SRR22059140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/040/SRR22059140/SRR22059140_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/040/SRR22059140/SRR22059140_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/040/SRR22059140/SRR22059140_2.fastq.gz"
"SRX18040052","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040052_SRR22059139_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040052_SRR22059139_2.fastq.gz","SRR22059139","SRX18040052","SAMN31467986","SRS15546606","PRJNA894694","SRP404734","SRA1528442","21089FL-01-07-06_S73_L006_R1_001.fastq.gz","21089FL-01-07-06","C-210","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-07-06","HiSeq X Ten","ILLUMINA","10285330270","34057385","6565","Crassostrea virginica","Dose 1x10^8: biological replicate for family 90","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^8: biological replicate for family 90","ce84a37bf47126d92b16c6ce514d5021;551f28dd5767a38ee438c2e072400b19","2329937790;2545277896","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/039/SRR22059139/SRR22059139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/039/SRR22059139/SRR22059139_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/039/SRR22059139/SRR22059139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/039/SRR22059139/SRR22059139_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/039/SRR22059139/SRR22059139_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/039/SRR22059139/SRR22059139_2.fastq.gz"
"SRX18040053","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040053_SRR22059138_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040053_SRR22059138_2.fastq.gz","SRR22059138","SRX18040053","SAMN31467987","SRS15546607","PRJNA894694","SRP404734","SRA1528442","21089FL-01-07-09_S76_L006_R1_001.fastq.gz","21089FL-01-07-09","I-39","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-07-09","HiSeq X Ten","ILLUMINA","13124539480","43458740","6565","Crassostrea virginica","Control group: biological replicate for family 120","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Control group: biological replicate for family 120","d90aa1d778570991b8374352e0b8a7ea;cfffb6e2971aeca9d7e6ee8b34026b61","3038137575;3337230998","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/038/SRR22059138/SRR22059138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/038/SRR22059138/SRR22059138_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/038/SRR22059138/SRR22059138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/038/SRR22059138/SRR22059138_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/038/SRR22059138/SRR22059138_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/038/SRR22059138/SRR22059138_2.fastq.gz"
"SRX18040054","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040054_SRR22059137_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040054_SRR22059137_2.fastq.gz","SRR22059137","SRX18040054","SAMN31467988","SRS15546608","PRJNA894694","SRP404734","SRA1528442","21089FL-01-07-10_S77_L006_R1_001.fastq.gz","21089FL-01-07-10","I-234","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-07-10","HiSeq X Ten","ILLUMINA","10120112412","33510306","6565","Crassostrea virginica","Dose 1x10^8: biological replicate for family 120","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^8: biological replicate for family 120","2d5909be83d84db8aab80246dd742aab;3994e74cbeb7dce4ddd3d9fbaff2e014","2329160607;2506035076","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/037/SRR22059137/SRR22059137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/037/SRR22059137/SRR22059137_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/037/SRR22059137/SRR22059137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/037/SRR22059137/SRR22059137_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/037/SRR22059137/SRR22059137_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/037/SRR22059137/SRR22059137_2.fastq.gz"
"SRX18040055","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040055_SRR22059135_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040055_SRR22059135_2.fastq.gz","SRR22059135","SRX18040055","SAMN31467989","SRS15546610","PRJNA894694","SRP404734","SRA1528442","21089FL-01-08-02_S26_L003_R1_001.fastq.gz","21089FL-01-08-02","A-240","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-08-02","HiSeq X Ten","ILLUMINA","8688922936","28771268","6565","Crassostrea virginica","Dose 1x10^8: biological replicate for family 84","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^8: biological replicate for family 84","b6a82c77c27ec8c2b2b3479223b2e547;f1b2aa68a223fe71cbf319fad096635c","1443862031;1457638793","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/035/SRR22059135/SRR22059135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/035/SRR22059135/SRR22059135_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/035/SRR22059135/SRR22059135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/035/SRR22059135/SRR22059135_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/035/SRR22059135/SRR22059135_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/035/SRR22059135/SRR22059135_2.fastq.gz"
"SRX18040056","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040056_SRR22059134_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040056_SRR22059134_2.fastq.gz","SRR22059134","SRX18040056","SAMN31467990","SRS15546609","PRJNA894694","SRP404734","SRA1528442","21089FL-01-08-03_S27_L003_R1_001.fastq.gz","21089FL-01-08-03","B-133","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-08-03","HiSeq X Ten","ILLUMINA","12518100528","41450664","6565","Crassostrea virginica","Dose 1x10^6: biological replicate for family 89","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^6: biological replicate for family 89","522c46a4c9a732d54553d07863032c3b;9d158d490b2ece512084145e0f3eab10","2169759860;2182039230","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/034/SRR22059134/SRR22059134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/034/SRR22059134/SRR22059134_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/034/SRR22059134/SRR22059134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/034/SRR22059134/SRR22059134_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/034/SRR22059134/SRR22059134_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/034/SRR22059134/SRR22059134_2.fastq.gz"
"SRX18040057","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040057_SRR22059133_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040057_SRR22059133_2.fastq.gz","SRR22059133","SRX18040057","SAMN31467991","SRS15546611","PRJNA894694","SRP404734","SRA1528442","21089FL-01-08-04_S28_L003_R1_001.fastq.gz","21089FL-01-08-04","C-23","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-08-04","HiSeq X Ten","ILLUMINA","17550982170","58115835","6565","Crassostrea virginica","Control group: biological replicate for family 90","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Control group: biological replicate for family 90","01b8fa83675d7999b341b1c415f5a5bc;da8ac449b58c39d73e82686733453df2","4086950056;4452861725","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/033/SRR22059133/SRR22059133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/033/SRR22059133/SRR22059133_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/033/SRR22059133/SRR22059133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/033/SRR22059133/SRR22059133_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/033/SRR22059133/SRR22059133_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/033/SRR22059133/SRR22059133_2.fastq.gz"
"SRX18040058","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040058_SRR22059136_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040058_SRR22059136_2.fastq.gz","SRR22059136","SRX18040058","SAMN31467992","SRS15546612","PRJNA894694","SRP404734","SRA1528442","21089FL-01-08-05_S29_L003_R1_001.fastq.gz","21089FL-01-08-05","C-228","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-08-05","HiSeq X Ten","ILLUMINA","10436252354","34557127","6565","Crassostrea virginica","Dose 1x10^8: biological replicate for family 90","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^8: biological replicate for family 90","dbd257755ffe9122f5b2e6c78fdf75b5;cbeed56f7e94763f659878d4059a1703","1714649933;1727467168","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/036/SRR22059136/SRR22059136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/036/SRR22059136/SRR22059136_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/036/SRR22059136/SRR22059136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/036/SRR22059136/SRR22059136_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/036/SRR22059136/SRR22059136_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/036/SRR22059136/SRR22059136_2.fastq.gz"
"SRX18040059","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040059_SRR22059132_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040059_SRR22059132_2.fastq.gz","SRR22059132","SRX18040059","SAMN31467993","SRS15546614","PRJNA894694","SRP404734","SRA1528442","21089FL-01-08-08_S32_L003_R1_001.fastq.gz","21089FL-01-08-08","I-148","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-08-08","HiSeq X Ten","ILLUMINA","12008735248","39764024","6565","Crassostrea virginica","Dose 1x10^7: biological replicate for family 120","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^7: biological replicate for family 120","cb583686e7551012d065251dbd2bdae7;c1d537df422fd0b375b8f44854031ae4","2064834507;2075554092","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/032/SRR22059132/SRR22059132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/032/SRR22059132/SRR22059132_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/032/SRR22059132/SRR22059132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/032/SRR22059132/SRR22059132_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/032/SRR22059132/SRR22059132_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/032/SRR22059132/SRR22059132_2.fastq.gz"
"SRX18040060","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040060_SRR22059131_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040060_SRR22059131_2.fastq.gz","SRR22059131","SRX18040060","SAMN31467940","SRS15546613","PRJNA894694","SRP404734","SRA1528442","21089FL-01-01-07_S27_L002_R1_001.fastq.gz","21089FL-01-01-07","C-104","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-01-07","HiSeq X Ten","ILLUMINA","7340819096","24307348","6565","Crassostrea virginica","Dose 1x10^6: biological replicate for family 90","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^6: biological replicate for family 90","a568ff96c879467bbbaa43af083c23e5;5f17c3145199adaf3e3dcd4f8d3e2c24","1192843354;1205454429","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/031/SRR22059131/SRR22059131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/031/SRR22059131/SRR22059131_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/031/SRR22059131/SRR22059131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/031/SRR22059131/SRR22059131_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/031/SRR22059131/SRR22059131_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/031/SRR22059131/SRR22059131_2.fastq.gz"
"SRX18040061","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040061_SRR22059130_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040061_SRR22059130_2.fastq.gz","SRR22059130","SRX18040061","SAMN31467994","SRS15546615","PRJNA894694","SRP404734","SRA1528442","21089FL-01-08-09_S33_L003_R1_001.fastq.gz","21089FL-01-08-09","I-237","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-08-09","HiSeq X Ten","ILLUMINA","14490690538","47982419","6565","Crassostrea virginica","Dose 1x10^8: biological replicate for family 120","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^8: biological replicate for family 120","ba199dcd71669652ef9718b1fcb58167;adf877af2a113d4d3a2bf8674488d48d","3339404742;3582342677","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/030/SRR22059130/SRR22059130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/030/SRR22059130/SRR22059130_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/030/SRR22059130/SRR22059130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/030/SRR22059130/SRR22059130_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/030/SRR22059130/SRR22059130_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/030/SRR22059130/SRR22059130_2.fastq.gz"
"SRX18040062","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040062_SRR22059129_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040062_SRR22059129_2.fastq.gz","SRR22059129","SRX18040062","SAMN31467941","SRS15546616","PRJNA894694","SRP404734","SRA1528442","21089FL-01-01-10_S30_L002_R1_001.fastq.gz","21089FL-01-01-10","I-102","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-01-10","HiSeq X Ten","ILLUMINA","21180937912","70135556","6565","Crassostrea virginica","Dose 1x10^6: biological replicate for family 120","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^6: biological replicate for family 120","b0c664969b3da877e51781e9b2b21051;f6415f04daf4d9cd37a02b51c7520b01","4920229017;5538488582","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/029/SRR22059129/SRR22059129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/029/SRR22059129/SRR22059129_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/029/SRR22059129/SRR22059129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/029/SRR22059129/SRR22059129_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/029/SRR22059129/SRR22059129_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/029/SRR22059129/SRR22059129_2.fastq.gz"
"SRX18040063","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040063_SRR22059128_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040063_SRR22059128_2.fastq.gz","SRR22059128","SRX18040063","SAMN31467942","SRS15546617","PRJNA894694","SRP404734","SRA1528442","21089FL-01-02-01_S1_L001_R1_001.fastq.gz","21089FL-01-02-01","A-23","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-02-01","HiSeq X Ten","ILLUMINA","24439671630","80926065","6565","Crassostrea virginica","Control group: biological replicate for family 84","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Control group: biological replicate for family 84","a98853d3cf9c6d2b9c36748c7b659959;27147d6b95b02f3390d02ed0c783ace3","4171347436;4203316434","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/028/SRR22059128/SRR22059128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/028/SRR22059128/SRR22059128_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/028/SRR22059128/SRR22059128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/028/SRR22059128/SRR22059128_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/028/SRR22059128/SRR22059128_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/028/SRR22059128/SRR22059128_2.fastq.gz"
