Row.names,logFC,logCPM,LR,PValue,FDR,Protein.Name
gene35836,-0.224601352,4.222507101,0.126726081,0.721850999,0.986220354,glycylpeptide N-tetradecanoyltransferase 2-like
gene3584,0.005289282,3.634364613,0.000123993,0.991115582,0.999243796,transmembrane protein 241-like isoform X1
gene35843,0.3383778,4.314415604,0.159169569,0.689922228,0.984120103,glycylpeptide N-tetradecanoyltransferase 2-like isoform X1
gene35846,0.74331289,2.378114751,0.711699791,0.398880099,0.944478449,glycylpeptide N-tetradecanoyltransferase 2-like
gene35849,0.445347192,2.510169725,0.269194155,0.603872853,0.978656963,glycylpeptide N-tetradecanoyltransferase 2-like isoform X1
gene3585,-0.796765825,5.214236462,3.190807099,0.074053442,0.787597054,cryptochrome-1-like
gene35851,-0.055791855,3.857995537,0.009119461,0.923920973,0.993795637,EF-hand calcium-binding domain-containing protein 1-like
gene35852,-1.59909123,2.285648857,4.113264035,0.042548171,0.702488874,uncharacterized protein LOC111115097
gene35853,0.212693191,4.285744361,0.336228784,0.56201417,0.974759326,dephospho-CoA kinase domain-containing protein-like
gene35854,-0.367512856,3.158806464,0.283070917,0.594695457,0.978656963,uncharacterized protein LOC111115193
gene35855,-2.083249126,4.972864678,0.553440577,0.456915274,0.956091449,uncharacterized protein LOC111111109 isoform X1
gene3586,0.131880487,7.209364978,0.268722978,0.604189699,0.978656963,WASH complex subunit 2-like isoform X6
gene35862,-0.869951989,4.54399649,2.71351431,0.099501572,0.825938995,"alpha-(1,3)-fucosyltransferase fut-1-like"
gene35865,-1.172530357,4.816634006,4.277543959,0.038619113,0.699713617,glycoprotein 3-alpha-L-fucosyltransferase A-like
gene35866,-0.684899518,4.281312286,1.512449269,0.21876573,0.911328652,solute carrier family 28 member 3-like isoform X1
gene35867,0.981051353,4.654332828,4.12691235,0.042206292,0.701798189,uncharacterized protein LOC111111018
gene3587,0.479035553,5.580010143,2.537994809,0.111135845,0.840276016,"arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2-like isoform X1"
gene35874,1.397668147,2.707301773,4.060666672,0.043893167,0.710903371,uncharacterized protein LOC111115926
gene3588,0.093150526,4.033052773,0.026023384,0.871843223,0.993795637,von Willebrand factor A domain-containing protein 7-like
gene35880,-0.902468927,5.319282845,1.230564377,0.267297308,0.925798959,uncharacterized protein LOC111111582 isoform X1
gene35881,0.120111531,4.599996959,0.028975987,0.864834493,0.993795637,uncharacterized protein LOC111111809 isoform X1
gene35884,0.369592383,5.127247743,0.341439402,0.558999548,0.974759326,uncharacterized protein LOC111111646 isoform X1
gene35886,-0.859273469,2.937648218,0.87995382,0.348214328,0.932260097,uncharacterize lncRNA
gene35887,-0.344059452,4.694665037,0.618052064,0.431772073,0.95203001,cation-dependent mannose-6-phosphate receptor-like
gene35889,0.347930125,3.174118417,0.273528987,0.600974262,0.978656963,E3 ubiquitin-protein ligase TRIM36-like
gene3589,-1.033118184,4.932429468,3.0227183,0.082105737,0.809865353,uncharacterized protein LOC111100854 isoform X1
gene35890,-0.411863909,5.755432768,0.092316652,0.761252415,0.987968907,LOW QUALITY PROTEIN: cation-dependent mannose-6-phosphate receptor-like
gene35893,1.381699427,4.92849819,3.715960878,0.053894596,0.748988209,LOW QUALITY PROTEIN: deleted in lung and esophageal cancer protein 1-like
gene35894,-1.671825762,3.050991258,3.32243211,0.068340659,0.778037093,uncharacterized protein LOC111111549
gene35897,1.635700022,5.061849465,8.958440534,0.002761906,0.329556368,deleted in lung and esophageal cancer protein 1-like isoform X1
gene35898,1.124431887,3.368722256,1.706800125,0.191401065,0.898420206,uncharacterized protein LOC111111548
gene35899,1.222036417,4.093860539,4.501587903,0.033863394,0.674907114,uncharacterized protein LOC111113768 isoform X1
gene3590,-1.349386892,4.798413316,4.258977691,0.039043411,0.699822258,brain-specific angiogenesis inhibitor 1-like
gene35901,-0.575898166,3.904940061,1.07652985,0.299475151,0.931461638,uncharacterized protein LOC111111203
gene35902,0.239961971,5.413269712,0.292097617,0.588879453,0.978656963,male-specific lethal 1 homolog
gene35903,0.402540641,4.24514007,0.995600936,0.318377299,0.932260097,ribosome biogenesis protein WDR12 homolog
gene35904,1.245219989,2.571522904,1.681176772,0.194768161,0.898420206,uncharacterized protein LOC111112842
gene35905,0.015756364,6.574473508,8.15E-05,0.992798925,0.999243796,interferon alpha-inducible protein 27-like protein 2B isoform X1
gene35906,0.105068615,8.394402384,0.048234011,0.826165223,0.992241237,ankyrin-3-like isoform X1
gene35907,0.092514558,6.949693857,0.002578023,0.959505424,0.997272245,interferon alpha-inducible protein 27-like protein 2B
gene3591,-0.673599115,3.512245061,1.046604739,0.306290344,0.932260097,uncharacterized protein LOC111108306
gene35910,-0.643206348,2.914952435,1.195945247,0.274133601,0.928733489,uncharacterized protein LOC111111264
gene35911,0.598873729,6.02433142,3.79440138,0.051424258,0.738959139,band 4.1-like protein 5 isoform X1
gene35917,0.682926359,2.237429715,0.781181709,0.376779975,0.939088885,orexin receptor type 2-like isoform X1
gene35918,-0.436115226,8.081055632,1.046702746,0.306267698,0.932260097,interferon alpha-inducible protein 27-like protein 2B
gene3592,0.561342381,5.351406595,1.915394407,0.166365268,0.887773536,LOW QUALITY PROTEIN: von Willebrand factor A domain-containing protein 7-like
gene35920,0.113678839,5.947895497,0.052661995,0.818494298,0.992241237,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase-like"
gene35925,-0.292004059,5.254064544,0.149327153,0.699179186,0.984986922,corticotropin-releasing factor receptor 2-like isoform X1
gene35926,-2.127000581,4.661595589,9.926235452,0.001629394,0.279069709,uncharacterized protein LOC111111282
gene35927,-4.192930727,4.442968257,9.033891872,0.002650197,0.329556368,uncharacterized protein LOC111111025 isoform X1
gene35938,-0.261627563,3.233177588,0.140175529,0.708106575,0.98547842,protein inscuteable homolog
gene3594,0.210661035,3.87416457,0.081582873,0.775163701,0.987968907,protein lifeguard 1-like
gene35941,0.561730868,4.51004213,1.093075115,0.295790866,0.931461638,laccase-24-like
gene35947,0.357584562,6.973178625,0.746802462,0.387490482,0.940015799,dipeptidase 1-like
gene35953,0.689895586,3.61967342,0.385544342,0.534650833,0.967596383,uncharacterized protein LOC111113281 isoform X1
gene35956,-0.279729859,2.812850565,0.098610392,0.753503634,0.987968907,protocadherin Fat 4-like isoform X1
gene35959,0.024033211,4.000619949,0.002740945,0.958246601,0.997272245,TBC1 domain family member 13-like
gene3596,-0.319353229,3.899929391,0.38613326,0.53433896,0.967596383,zygotic DNA replication licensing factor mcm6-B-like
gene35961,-1.538593504,2.703427935,3.685520532,0.054886837,0.74929155,uncharacterize lncRNA
gene35962,-0.998528201,2.819836266,1.764522303,0.184061443,0.89494696,dipeptidase 1-like
gene35967,-0.234217824,5.34860241,0.308217715,0.578775932,0.97701797,insulin-like growth factor 2 mRNA-binding protein 2 isoform X1
gene35969,-0.1938782,4.862230498,0.277100912,0.598607708,0.978656963,"coenzyme Q-binding protein COQ10 homolog B, mitochondrial-like"
gene3597,0.369704239,11.4434763,0.457384678,0.49884879,0.960259045,LOW QUALITY PROTEIN: CLIP-associating protein 1-like
gene35971,0.028985428,7.536111015,0.007796773,0.929638767,0.993795637,splicing factor 3B subunit 1-like isoform X1
gene35972,0.393492084,2.558589738,0.215107002,0.642793699,0.981107713,E3 ubiquitin-protein ligase NRDP1-like
gene35976,0.875124045,5.25705707,3.164247708,0.075267105,0.787597054,uncharacterized protein LOC111111098
gene3598,0.916490275,4.304546522,1.862540329,0.172331896,0.891085688,LOW QUALITY PROTEIN: protein kinase C-binding protein NELL2-like
gene35980,-4.10747915,2.942377742,5.161543102,0.023092372,0.603759921,uncharacterized protein LOC111111101 isoform X1
gene35983,0.343839242,3.349625091,0.034139472,0.853410459,0.993015535,uncharacterized protein LOC111111102
gene35991,-0.574266523,3.841465113,0.816025864,0.366344678,0.936651089,basic helix-loop-helix transcription factor scleraxis-like
gene35994,-0.525623697,4.873137261,1.417742329,0.233775362,0.916409381,coiled-coil domain-containing protein 93-like isoform X1
gene35995,-0.317575869,3.761239752,0.391436123,0.531545479,0.967268978,insulin-induced gene 2 protein-like
gene36,0.167546262,6.596002432,0.340216408,0.559704334,0.974759326,coatomer subunit alpha-like isoform X1
gene360,-0.747597473,3.030530027,1.557432937,0.212041484,0.908487414,gamma-tubulin complex component 5-like
gene36001,2.339800313,2.895685026,6.228766879,0.012569123,0.518081179,calcitonin gene-related peptide type 1 receptor-like
gene36003,0.393968316,5.382389376,0.217588024,0.640883901,0.981107713,ecdysone receptor-like isoform X2
gene36006,1.419406329,5.571534707,5.956574669,0.014662501,0.537211379,E3 ubiquitin-protein ligase Midline-1-like
gene36008,-0.312569359,2.796205344,0.081899846,0.774739119,0.987968907,protein PML-like
gene36016,0.946045877,3.056802341,3.05014695,0.080729838,0.804285983,uncharacterized protein LOC111112966 isoform X1
gene36026,1.224676893,3.32772931,2.183866288,0.139463724,0.864329875,tripartite motif-containing protein 45-like
gene3603,0.030344183,6.916146919,0.01212774,0.912309433,0.993795637,LOW QUALITY PROTEIN: transmembrane and coiled-coil domains protein 2-like
gene36031,-1.072309039,2.880937943,1.074738508,0.299877577,0.93202015,uncharacterized protein C7orf26 homolog
gene36032,0.165126534,4.089143224,0.078070645,0.779929241,0.9881174,ribosomal RNA-processing protein 7 homolog A-like
gene36034,0.465541569,4.603951419,0.337556002,0.561243353,0.974759326,rac GTPase-activating protein 1-like isoform X1
gene36035,0.44578792,8.004160214,1.997011859,0.157609655,0.882644435,actin-related protein 2/3 complex subunit 2-like isoform X1
gene36036,-0.256756733,5.65769005,0.139944648,0.708336046,0.98547842,coiled-coil domain-containing protein CG32809-like isoform X1
gene36037,0.468813845,6.898590147,2.234661638,0.134946162,0.863321167,histone deacetylase 4-like isoform X1
gene36038,0.455213125,5.48358164,0.765690802,0.381553447,0.939249657,receptor-type tyrosine-protein phosphatase N2-like
gene3604,-0.447793039,4.240736951,1.123383245,0.289191118,0.930308783,LOW QUALITY PROTEIN: tyrosyl-DNA phosphodiesterase 2-like
gene3605,0.94491461,4.035331492,1.156871298,0.282115352,0.928733489,tyrosyl-DNA phosphodiesterase 2-like
gene36051,-0.404326641,3.130432015,0.301405924,0.583002372,0.97701797,uncharacterized protein LOC111115630
gene36052,0.113835361,3.700068448,0.052902806,0.818087029,0.992241237,PMS1 protein homolog 1-like
gene36053,0.80855405,3.79666167,3.602169799,0.05770421,0.757252926,sodium-dependent glucose transporter 1C-like
gene36055,0.226608523,2.538996222,0.077784843,0.780322074,0.9881174,sodium-dependent glucose transporter 1A-like
gene36056,-0.549257777,3.125766194,0.130058408,0.718371487,0.986220354,sodium-dependent glucose transporter 1A-like
gene36058,-0.177827261,2.707585096,0.059842422,0.806745173,0.991016053,vesicle-trafficking protein SEC22a-like
gene36059,-1.184669275,3.50625468,4.73341257,0.029582136,0.648676294,glucocorticoid-induced transcript 1 protein-like
gene3606,-0.864294421,3.768697682,0.57434786,0.448536347,0.956091449,uncharacterized protein LOC111108311
gene36060,-0.755343076,2.218296688,0.983182237,0.321414424,0.932260097,"probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial"
gene36061,0.129174857,3.988576097,0.069237383,0.792450402,0.989527986,glycine--tRNA ligase-like
gene36068,-0.16717604,6.427406445,0.510170333,0.475065129,0.957290126,zinc finger MYND domain-containing protein 11-like isoform X1
gene36069,-0.065339153,3.343495804,0.010542744,0.918218641,0.993795637,formimidoyltransferase-cyclodeaminase-like isoform X1
gene36072,1.978063062,3.538671669,1.805800818,0.179012783,0.893782014,uncharacterized protein LOC111115574
gene36085,0.103371774,3.47953016,0.006131376,0.937586951,0.994931326,uncharacterized protein LOC111114603 isoform X1
gene36086,2.049916889,3.103410337,1.956085206,0.161932618,0.885762314,uncharacterized protein LOC111111860 isoform X1
gene36088,0.371938429,6.012952363,0.92285312,0.33672695,0.932260097,bcl-2-like protein 1 isoform X1
gene36089,-1.451928067,2.464306935,3.254303494,0.071236195,0.785144509,uncharacterized protein LOC111114074
gene3609,0.307058852,3.874003889,0.245521035,0.620246663,0.978944329,exostosin-1a-like
gene36090,0.128958561,2.300922244,0.033078174,0.855681561,0.993027932,transmembrane protein 177-like
gene36091,1.01573164,3.680696468,2.248051849,0.133782734,0.863321167,breast cancer type 1 susceptibility protein homolog isoform X1
gene36092,-0.224867512,5.79603983,0.495765655,0.481366589,0.959052081,pre-mRNA-processing factor 40 homolog A-like
gene36094,0.568455921,6.304062335,1.845906022,0.1742603,0.89174321,polycystic kidney disease 1-related protein-like isoform X1
gene36097,0.007993756,6.08945949,0.000540502,0.981451892,0.998583323,tripartite motif-containing protein 45-like
gene36098,-1.377282655,5.073148726,3.153313013,0.075772974,0.788898441,asparagine synthetase
gene36099,-0.451222288,3.565021063,0.354153068,0.551771542,0.971838235,EF-hand calcium-binding domain-containing protein 1-like
gene361,0.06888622,5.819284436,0.009320616,0.923089058,0.993795637,coiled-coil domain-containing protein 73-like isoform X1
gene36100,0.435913301,3.955696196,0.318647984,0.572421292,0.976289195,glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like isoform X1
gene36101,0.002169206,7.701823912,5.23E-05,0.994229504,0.999243796,protein wos2-like
gene36104,-0.788462955,3.199016148,1.770730267,0.183291729,0.894104743,nuclear receptor subfamily 1 group D member 2-like isoform X1
gene36105,0.027490936,5.876034205,0.009661083,0.921701376,0.993795637,E3 ubiquitin-protein ligase MIB2-like
gene36106,0.170236367,4.681219533,0.139827273,0.708452787,0.98547842,lysosomal acid phosphatase-like
gene36107,0.302931847,3.785880849,0.332338085,0.564285571,0.974871053,esterase OVCA2-like
gene36108,0.775217532,5.629204238,1.876449889,0.17073819,0.889072349,5-hydroxytryptamine receptor-like
gene36109,0.148067956,2.70077168,0.015873668,0.899739251,0.993795637,twist-related protein 2-like
gene36111,-1.244435595,4.311253745,1.438174006,0.230435055,0.916223648,uncharacterized protein LOC111116168
gene36112,1.449823832,3.838388997,6.540800974,0.010542787,0.495567827,multiple epidermal growth factor-like domains protein 11
gene36113,0.554905821,5.680083326,0.591446222,0.441860418,0.953854878,multiple epidermal growth factor-like domains protein 11
gene36114,2.781514824,3.967164258,11.70354651,0.000623811,0.167363665,multiple epidermal growth factor-like domains protein 11
gene36118,0.053241616,4.110277095,0.007889064,0.929224641,0.993795637,uncharacterized protein LOC111114656
gene36119,0.614169395,4.974302223,2.044514556,0.152755705,0.878894448,protein disulfide-isomerase A4-like
gene36123,0.277770182,2.951729025,0.088518452,0.766069155,0.987968907,laccase-25-like isoform X1
gene36125,-0.111371487,3.075227391,0.022174171,0.881624697,0.993795637,L-ascorbate oxidase-like
gene36126,0.649877236,4.711639061,0.947536151,0.330347243,0.932260097,corticotropin-releasing factor receptor 2-like isoform X1
gene36133,-2.058731033,3.295352195,0.863774271,0.35268464,0.932260097,uncharacterized protein LOC111114076
gene36137,0.320411695,3.996814043,0.115301457,0.734187392,0.986958968,organic cation transporter protein-like
gene36139,-0.307105904,4.992697428,0.286193592,0.592670155,0.978656963,5-hydroxytryptamine receptor-like
gene36140,-0.317504307,3.277382661,0.132333032,0.71602523,0.986220354,wolframin-like
gene36141,0.867209462,5.779846371,5.380146312,0.02036717,0.581166534,poly
gene36142,0.051215577,2.934063949,0.007667088,0.93022488,0.993795637,sterol O-acyltransferase 1-like isoform X1
gene36143,1.007086469,4.651278486,5.178484574,0.022868261,0.602416309,integrin alpha-9-like
gene36146,0.777432262,3.269257422,0.275847034,0.599436228,0.978656963,polyenoic fatty acid isomerase-like
gene36148,-0.252672544,3.33817278,0.14194879,0.706351287,0.98547842,cyclin-dependent-like kinase 5
gene36149,0.124615612,6.103780237,0.131680712,0.716695744,0.986220354,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like isoform X1
gene3615,-0.310504991,7.23454915,0.858648494,0.354117178,0.932260097,ensconsin-like isoform X11
gene36151,1.991989895,2.936829624,6.137985757,0.013230794,0.523048548,Cytochrome c
gene36152,-0.588546116,8.77754587,2.241472747,0.134352962,0.863321167,cytochrome c-like
gene36153,0.176012663,4.587106004,0.157576998,0.691397184,0.984120103,E3 ubiquitin-protein ligase ZSWIM2-like isoform X3
gene36154,0.877360944,5.544983836,1.832393449,0.175845105,0.89174321,high mobility group protein B1-like isoform X1
